Neuron;ActivationFunction;MinWeights;MaxWeights;Alpha;Inputs;Outputs;TrainThreshold;Repeat;LoopsMean;
Perceptron;BipolarBinaryFunction;-1;1;1;2;1;0;10000;2.302;0.5;0
Perceptron;BipolarBinaryFunction;-1;1;0.9;2;1;0;10000;2.3435;1.5;0
Perceptron;BipolarBinaryFunction;-1;1;0.8;2;1;0;10000;2.4157;1;0.5;0
Perceptron;BipolarBinaryFunction;-1;1;0.7;2;1;0;10000;2.5239;1.5;0
Perceptron;BipolarBinaryFunction;-1;1;0.6;2;1;0;10000;2.6389;1;0.5;0
Perceptron;BipolarBinaryFunction;-1;1;0.5;2;1;0;10000;2.7216;1.5;1;0.5;0
Perceptron;BipolarBinaryFunction;-1;1;0.4;2;1;0;10000;2.6971;1.5;0.5;0
Perceptron;BipolarBinaryFunction;-1;1;0.3;2;1;0;10000;2.6287;1;0
Perceptron;BipolarBinaryFunction;-1;1;0.2;2;1;0;10000;2.8345;0.5;1;0
Perceptron;BipolarBinaryFunction;-1;1;0.1;2;1;0;10000;3.5767;1.5;1;0
Perceptron;BipolarBinaryFunction;-1;1;0.05;2;1;0;10000;5.2541;0
Perceptron;BipolarBinaryFunction;-1;1;0.02;2;1;0;10000;10.5297;1.5;1;0.5;1;0.5;0.5;1;0.5;0.5;1;0.5;1;0
Perceptron;BipolarBinaryFunction;-1;1;0.01;2;1;0;10000;19.4893;1;1;1;1;1;1;1;1;1;1;0.5;1;0.5;0.5;0.5;1;0.5;1;0.5;0.5;1;0.5;0.5;0
Perceptron;BipolarBinaryFunction;-0.9;0.9;1;2;1;0;10000;2.2815;1.5;0
Perceptron;BipolarBinaryFunction;-0.9;0.9;0.9;2;1;0;10000;2.3035;1.5;0
Perceptron;BipolarBinaryFunction;-0.9;0.9;0.8;2;1;0;10000;2.352;0.5;1;0
Perceptron;BipolarBinaryFunction;-0.9;0.9;0.7;2;1;0;10000;2.4409;1.5;0
Perceptron;BipolarBinaryFunction;-0.9;0.9;0.6;2;1;0;10000;2.57;0.5;0
Perceptron;BipolarBinaryFunction;-0.9;0.9;0.5;2;1;0;10000;2.6877;0.5;1;0
Perceptron;BipolarBinaryFunction;-0.9;0.9;0.4;2;1;0;10000;2.7018;1;0.5;1;0
Perceptron;BipolarBinaryFunction;-0.9;0.9;0.3;2;1;0;10000;2.6367;1.5;0
Perceptron;BipolarBinaryFunction;-0.9;0.9;0.2;2;1;0;10000;2.7863;1;0
Perceptron;BipolarBinaryFunction;-0.9;0.9;0.1;2;1;0;10000;3.4038;0.5;0.5;1;0
Perceptron;BipolarBinaryFunction;-0.9;0.9;0.05;2;1;0;10000;4.9601;0
Perceptron;BipolarBinaryFunction;-0.9;0.9;0.02;2;1;0;10000;9.6902;1;1;1;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0
Perceptron;BipolarBinaryFunction;-0.9;0.9;0.01;2;1;0;10000;17.6353;1;1;1;1;1;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;1;0.5;0.5;0
Perceptron;BipolarBinaryFunction;-0.8;0.8;1;2;1;0;10000;2.2574;1.5;0
Perceptron;BipolarBinaryFunction;-0.8;0.8;0.9;2;1;0;10000;2.2738;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.8;0.8;0.8;2;1;0;10000;2.3049;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.8;0.8;0.7;2;1;0;10000;2.3607;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.8;0.8;0.6;2;1;0;10000;2.4652;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.8;0.8;0.5;2;1;0;10000;2.5981;1.5;0
Perceptron;BipolarBinaryFunction;-0.8;0.8;0.4;2;1;0;10000;2.7378;1.5;0
Perceptron;BipolarBinaryFunction;-0.8;0.8;0.3;2;1;0;10000;2.6584;1;0
Perceptron;BipolarBinaryFunction;-0.8;0.8;0.2;2;1;0;10000;2.7208;1;1.5;0
Perceptron;BipolarBinaryFunction;-0.8;0.8;0.1;2;1;0;10000;3.2573;1;0
Perceptron;BipolarBinaryFunction;-0.8;0.8;0.05;2;1;0;10000;4.5986;0.5;0
Perceptron;BipolarBinaryFunction;-0.8;0.8;0.02;2;1;0;10000;8.7939;1;1;1;0.5;0.5;1;0.5;0.5;1;0.5;0.5;0.5;1;0.5;0.5;0.5;0
Perceptron;BipolarBinaryFunction;-0.8;0.8;0.01;2;1;0;10000;15.7177;1;1;1;1;1;1;1;1;1;1;1;1;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0
Perceptron;BipolarBinaryFunction;-0.7;0.7;1;2;1;0;10000;2.2591;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.7;0.7;0.9;2;1;0;10000;2.2537;1.5;0
Perceptron;BipolarBinaryFunction;-0.7;0.7;0.8;2;1;0;10000;2.2717;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.7;0.7;0.7;2;1;0;10000;2.3054;0.5;1;0
Perceptron;BipolarBinaryFunction;-0.7;0.7;0.6;2;1;0;10000;2.368;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.7;0.7;0.5;2;1;0;10000;2.5049;0.5;1;0
Perceptron;BipolarBinaryFunction;-0.7;0.7;0.4;2;1;0;10000;2.6692;2;0
Perceptron;BipolarBinaryFunction;-0.7;0.7;0.3;2;1;0;10000;2.7106;1;0.5;0.5;0.5;0
Perceptron;BipolarBinaryFunction;-0.7;0.7;0.2;2;1;0;10000;2.6374;0
Perceptron;BipolarBinaryFunction;-0.7;0.7;0.1;2;1;0;10000;3.1192;1;1;0
Perceptron;BipolarBinaryFunction;-0.7;0.7;0.05;2;1;0;10000;4.2525;0.5;1;0.5;0.5;0.5;0
Perceptron;BipolarBinaryFunction;-0.7;0.7;0.02;2;1;0;10000;7.8399;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0
Perceptron;BipolarBinaryFunction;-0.7;0.7;0.01;2;1;0;10000;14.0381;1;1;1;1;1;1;1;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0
Perceptron;BipolarBinaryFunction;-0.6;0.6;1;2;1;0;10000;2.2616;1.5;0
Perceptron;BipolarBinaryFunction;-0.6;0.6;0.9;2;1;0;10000;2.247;0.5;0
Perceptron;BipolarBinaryFunction;-0.6;0.6;0.8;2;1;0;10000;2.2548;1.5;0
Perceptron;BipolarBinaryFunction;-0.6;0.6;0.7;2;1;0;10000;2.2635;1.5;0
Perceptron;BipolarBinaryFunction;-0.6;0.6;0.6;2;1;0;10000;2.308;0.5;0
Perceptron;BipolarBinaryFunction;-0.6;0.6;0.5;2;1;0;10000;2.4029;0.5;0
Perceptron;BipolarBinaryFunction;-0.6;0.6;0.4;2;1;0;10000;2.5636;1.5;0
Perceptron;BipolarBinaryFunction;-0.6;0.6;0.3;2;1;0;10000;2.7222;1.5;0
Perceptron;BipolarBinaryFunction;-0.6;0.6;0.2;2;1;0;10000;2.6315;1.5;0
Perceptron;BipolarBinaryFunction;-0.6;0.6;0.1;2;1;0;10000;2.9554;1.5;0.5;0
Perceptron;BipolarBinaryFunction;-0.6;0.6;0.05;2;1;0;10000;3.9209;0.5;0.5;0.5;0.5;0.5;0
Perceptron;BipolarBinaryFunction;-0.6;0.6;0.02;2;1;0;10000;7.0307;0.5;0.5;0
Perceptron;BipolarBinaryFunction;-0.6;0.6;0.01;2;1;0;10000;12.2037;1.5;1.5;1;1;1;1;1;1;1;1;0.5;1.5;0.5;0
Perceptron;BipolarBinaryFunction;-0.5;0.5;1;2;1;0;10000;2.2583;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.5;0.5;0.9;2;1;0;10000;2.2553;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.5;0.5;0.8;2;1;0;10000;2.2597;0.5;0
Perceptron;BipolarBinaryFunction;-0.5;0.5;0.7;2;1;0;10000;2.2558;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.5;0.5;0.6;2;1;0;10000;2.2727;0.5;1;0
Perceptron;BipolarBinaryFunction;-0.5;0.5;0.5;2;1;0;10000;2.3065;0.5;0
Perceptron;BipolarBinaryFunction;-0.5;0.5;0.4;2;1;0;10000;2.4003;1.5;0
Perceptron;BipolarBinaryFunction;-0.5;0.5;0.3;2;1;0;10000;2.6561;0
Perceptron;BipolarBinaryFunction;-0.5;0.5;0.2;2;1;0;10000;2.6671;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.5;0.5;0.1;2;1;0;10000;2.8156;1.5;0
Perceptron;BipolarBinaryFunction;-0.5;0.5;0.05;2;1;0;10000;3.5727;1;1;0
Perceptron;BipolarBinaryFunction;-0.5;0.5;0.02;2;1;0;10000;6.1044;1.5;1;1;0.5;1;0.5;0.5;1;0
Perceptron;BipolarBinaryFunction;-0.5;0.5;0.01;2;1;0;10000;10.5211;1;1;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;1;0.5;0.5;0.5;1;0.5;1;0.5;0.5;0
Perceptron;BipolarBinaryFunction;-0.4;0.4;1;2;1;0;10000;2.2603;1.5;0
Perceptron;BipolarBinaryFunction;-0.4;0.4;0.9;2;1;0;10000;2.2544;0.5;0
Perceptron;BipolarBinaryFunction;-0.4;0.4;0.8;2;1;0;10000;2.2513;1.5;0
Perceptron;BipolarBinaryFunction;-0.4;0.4;0.7;2;1;0;10000;2.2595;0.5;1;0
