Neuron;ActivationFunction;MinWeights;MaxWeights;Alpha;Inputs;Outputs;TrainThreshold;Repeat;LoopsMean;
Perceptron;BipolarBinaryFunction;-0.4;0.4;0.6;2;1;0;10000;2.2528;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.4;0.4;0.5;2;1;0;10000;2.2701;1.5;0
Perceptron;BipolarBinaryFunction;-0.4;0.4;0.4;2;1;0;10000;2.3224;1.5;0
Perceptron;BipolarBinaryFunction;-0.4;0.4;0.3;2;1;0;10000;2.4801;1.5;0
Perceptron;BipolarBinaryFunction;-0.4;0.4;0.2;2;1;0;10000;2.7278;1.5;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.4;0.4;0.1;2;1;0;10000;2.7079;0.5;0.5;0.5;0
Perceptron;BipolarBinaryFunction;-0.4;0.4;0.05;2;1;0;10000;3.2626;0.5;0
Perceptron;BipolarBinaryFunction;-0.4;0.4;0.02;2;1;0;10000;5.2883;1;0.5;1;0
Perceptron;BipolarBinaryFunction;-0.4;0.4;0.01;2;1;0;10000;8.7277;1;1;1;1;1;1;1;0
Perceptron;BipolarBinaryFunction;-0.3;0.3;1;2;1;0;10000;2.2542;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.3;0.3;0.9;2;1;0;10000;2.2511;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.3;0.3;0.8;2;1;0;10000;2.2525;1.5;0
Perceptron;BipolarBinaryFunction;-0.3;0.3;0.7;2;1;0;10000;2.2592;0.5;0
Perceptron;BipolarBinaryFunction;-0.3;0.3;0.6;2;1;0;10000;2.2511;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.3;0.3;0.5;2;1;0;10000;2.2624;0.5;0
Perceptron;BipolarBinaryFunction;-0.3;0.3;0.4;2;1;0;10000;2.2575;0.5;0
Perceptron;BipolarBinaryFunction;-0.3;0.3;0.3;2;1;0;10000;2.3116;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.3;0.3;0.2;2;1;0;10000;2.5675;1;0
Perceptron;BipolarBinaryFunction;-0.3;0.3;0.1;2;1;0;10000;2.6248;1.5;0.5;0
Perceptron;BipolarBinaryFunction;-0.3;0.3;0.05;2;1;0;10000;2.9748;1.5;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.3;0.3;0.02;2;1;0;10000;4.4126;1.5;0.5;1;0
Perceptron;BipolarBinaryFunction;-0.3;0.3;0.01;2;1;0;10000;7.0119;1.5;1.5;0.5;0.5;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.2;0.2;1;2;1;0;10000;2.2582;0
Perceptron;BipolarBinaryFunction;-0.2;0.2;0.9;2;1;0;10000;2.259;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.2;0.2;0.8;2;1;0;10000;2.2536;1.5;0
Perceptron;BipolarBinaryFunction;-0.2;0.2;0.7;2;1;0;10000;2.255;1.5;0
Perceptron;BipolarBinaryFunction;-0.2;0.2;0.6;2;1;0;10000;2.2535;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.2;0.2;0.5;2;1;0;10000;2.2479;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.2;0.2;0.4;2;1;0;10000;2.2462;1.5;0
Perceptron;BipolarBinaryFunction;-0.2;0.2;0.3;2;1;0;10000;2.2569;1.5;0
Perceptron;BipolarBinaryFunction;-0.2;0.2;0.2;2;1;0;10000;2.3018;1;0
Perceptron;BipolarBinaryFunction;-0.2;0.2;0.1;2;1;0;10000;2.7179;1.5;0.5;1;0
Perceptron;BipolarBinaryFunction;-0.2;0.2;0.05;2;1;0;10000;2.7021;1;0
Perceptron;BipolarBinaryFunction;-0.2;0.2;0.02;2;1;0;10000;3.5756;1;0.5;0.5;0.5;0.5;0
Perceptron;BipolarBinaryFunction;-0.2;0.2;0.01;2;1;0;10000;5.3118;2;2;1.5;0.5;0
Perceptron;BipolarBinaryFunction;-0.1;0.1;1;2;1;0;10000;2.2555;1.5;0
Perceptron;BipolarBinaryFunction;-0.1;0.1;0.9;2;1;0;10000;2.2623;0.5;1;0
Perceptron;BipolarBinaryFunction;-0.1;0.1;0.8;2;1;0;10000;2.2572;1.5;0
Perceptron;BipolarBinaryFunction;-0.1;0.1;0.7;2;1;0;10000;2.2681;0.5;0
Perceptron;BipolarBinaryFunction;-0.1;0.1;0.6;2;1;0;10000;2.259;1.5;0
Perceptron;BipolarBinaryFunction;-0.1;0.1;0.5;2;1;0;10000;2.2559;1.5;0
Perceptron;BipolarBinaryFunction;-0.1;0.1;0.4;2;1;0;10000;2.253;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.1;0.1;0.3;2;1;0;10000;2.2548;1.5;0
Perceptron;BipolarBinaryFunction;-0.1;0.1;0.2;2;1;0;10000;2.2524;1.5;0
Perceptron;BipolarBinaryFunction;-0.1;0.1;0.1;2;1;0;10000;2.3075;0.5;1;0
Perceptron;BipolarBinaryFunction;-0.1;0.1;0.05;2;1;0;10000;2.715;0
Perceptron;BipolarBinaryFunction;-0.1;0.1;0.02;2;1;0;10000;2.8187;0.5;0.5;0
Perceptron;BipolarBinaryFunction;-0.1;0.1;0.01;2;1;0;10000;3.5881;1;1;1;0
Perceptron;BipolarBinaryFunction;-0.05;0.05;1;2;1;0;10000;2.256;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.05;0.05;0.9;2;1;0;10000;2.2542;1.5;0
Perceptron;BipolarBinaryFunction;-0.05;0.05;0.8;2;1;0;10000;2.2521;1.5;0
Perceptron;BipolarBinaryFunction;-0.05;0.05;0.7;2;1;0;10000;2.257;0.5;0
Perceptron;BipolarBinaryFunction;-0.05;0.05;0.6;2;1;0;10000;2.2511;0.5;0
Perceptron;BipolarBinaryFunction;-0.05;0.05;0.5;2;1;0;10000;2.2536;1.5;0
Perceptron;BipolarBinaryFunction;-0.05;0.05;0.4;2;1;0;10000;2.2624;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.05;0.05;0.3;2;1;0;10000;2.2602;0.5;0
Perceptron;BipolarBinaryFunction;-0.05;0.05;0.2;2;1;0;10000;2.2479;1.5;0
Perceptron;BipolarBinaryFunction;-0.05;0.05;0.1;2;1;0;10000;2.247;0.5;0
Perceptron;BipolarBinaryFunction;-0.05;0.05;0.05;2;1;0;10000;2.2984;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.05;0.05;0.02;2;1;0;10000;2.7105;1.5;0
Perceptron;BipolarBinaryFunction;-0.05;0.05;0.01;2;1;0;10000;2.8322;0.5;0
Perceptron;BipolarBinaryFunction;-0.02;0.02;1;2;1;0;10000;2.2642;0.5;0
Perceptron;BipolarBinaryFunction;-0.02;0.02;0.9;2;1;0;10000;2.2581;1.5;0
Perceptron;BipolarBinaryFunction;-0.02;0.02;0.8;2;1;0;10000;2.2538;1.5;0
Perceptron;BipolarBinaryFunction;-0.02;0.02;0.7;2;1;0;10000;2.251;0.5;1;0
Perceptron;BipolarBinaryFunction;-0.02;0.02;0.6;2;1;0;10000;2.2589;0
Perceptron;BipolarBinaryFunction;-0.02;0.02;0.5;2;1;0;10000;2.2587;1.5;0
Perceptron;BipolarBinaryFunction;-0.02;0.02;0.4;2;1;0;10000;2.247;1.5;0
Perceptron;BipolarBinaryFunction;-0.02;0.02;0.3;2;1;0;10000;2.256;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.02;0.02;0.2;2;1;0;10000;2.2541;0.5;1;0
Perceptron;BipolarBinaryFunction;-0.02;0.02;0.1;2;1;0;10000;2.2556;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.02;0.02;0.05;2;1;0;10000;2.2602;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.02;0.02;0.02;2;1;0;10000;2.2985;0.5;0
Perceptron;BipolarBinaryFunction;-0.02;0.02;0.01;2;1;0;10000;2.7276;0.5;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.01;0.01;1;2;1;0;10000;2.2578;0.5;0
Perceptron;BipolarBinaryFunction;-0.01;0.01;0.9;2;1;0;10000;2.2516;1.5;0
Perceptron;BipolarBinaryFunction;-0.01;0.01;0.8;2;1;0;10000;2.2627;1.5;0
Perceptron;BipolarBinaryFunction;-0.01;0.01;0.7;2;1;0;10000;2.2536;0.5;0
Perceptron;BipolarBinaryFunction;-0.01;0.01;0.6;2;1;0;10000;2.2626;1.5;0
Perceptron;BipolarBinaryFunction;-0.01;0.01;0.5;2;1;0;10000;2.2513;1.5;0
Perceptron;BipolarBinaryFunction;-0.01;0.01;0.4;2;1;0;10000;2.2554;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.01;0.01;0.3;2;1;0;10000;2.2556;1.5;0
Perceptron;BipolarBinaryFunction;-0.01;0.01;0.2;2;1;0;10000;2.261;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.01;0.01;0.1;2;1;0;10000;2.2606;1.5;0
Perceptron;BipolarBinaryFunction;-0.01;0.01;0.05;2;1;0;10000;2.2613;0.5;0
Perceptron;BipolarBinaryFunction;-0.01;0.01;0.02;2;1;0;10000;2.2587;1;0.5;0
Perceptron;BipolarBinaryFunction;-0.01;0.01;0.01;2;1;0;10000;2.2985;1;0.5;0
